word,positive_count
extraoficialmente,1
xerifes,6
conseguida,2
estrangulando,2
mexicano,44
portal,9
delegação,3
niilismo,13
sucessores,5
posseiro,1
eastwood,191
fraquinho,11
harts,9
aproximei,6
trepidação,6
desanimada,7
zorro,3
reputações,3
levariam,5
toll,4
gate,41
deering,3
dispersar,1
acabe,23
contrariado,1
incita,4
captores,10
alertando,7
escape,36
prosperando,3
colecionou,3
filhinho,5
apreensões,2
imitadores,9
ilustram,11
abateu,6
gatilho,23
estrangulou,3
adversários,13
chute,54
ressalta,13
camaradas,7
alegórico,10
deerings,1
gostarem,10
objetarão,1
deteriorada,5
minnesota,6
wisconsin,19
wyatt,6
earp,6
bat,15
masterson,41
remington,3
romantizada,5
revisionistas,2
reavaliação,2
regular,84
beaver,11
ozzie,2
harriet,28
dyke,24
lucy,148
mccoys,3
curtindo,16
solícita,1
serena,12
cleaver,3
ricardo,32
substituta,17
trocando,21
suores,2
valentão,28
prevalecendo,1
transgredir,3
jardas,5
latir,1
telona,6
esgotavam,2
voltavam,4
posteridade,6
pensasse,7
eternity,11
bailey,15
prestativa,2
betz,2
pediatra,2
anexado,5
donnas,4
shelley,37
fabares,3
petersen,15
seller,30
nelsons,8
chiclete,11
quintessência,3
moravam,3
levavam,6
saudáveis,19
recolher,9
pleasantville,5
tobey,4
maguire,10
witherspoon,42
sugados,8
locutor,16
trivial,30
tratadas,32
precoces,5
apareciam,7
peterson,43
escrevem,16
comentam,10
protegiam,2
tratavam,3
divorciando,4
acalme,7
cuide,7
fuma,21
cachimbo,12
preparamos,1
descontinuar,1
plan,9
singlish,1
gavins,1
bonitão,15
gwen,9
gavin,17
psssssssssssssssycho,1
separadamente,14
singapura,4
azarão,11
azarões,2
hesitaria,11
audiards,1
regarde,1
hommes,6
tomber,1
desgrenhado,6
simplório,7
matthieu,2
kassovitz,7
azarado,7
trintignant,10
dívidas,21
yannes,1
desfazem,2
lúdico,9
irônicas,9
alexandre,10
desplats,1
desenvolto,1
discordante,1
mecânica,26
synkronizeds,1
coloquiais,1
envelhecido,30
dureza,14
yanne,2
audiard,2
adormecer,6
liguei,17
carreguei,5
implantar,1
cinéfilos,28
ralf,5
westhoff,3
caracterizados,4
shoppen,4
speed,20
dating,3
correspondente,16
munique,21
fílmico,5
soul,35
baring,1
sétima,17
empurrados,14
cronômetro,7
descontrolado,5
prometer,9
berrou,1
nb,3
caracterizada,8
atormentados,3
stadtgespräch,1
fazerem,23
correrem,4
baviera,4
prevejo,11
sebastian,26
silenciosas,24
memorize,2
böger,1
pronuncia,10
bürrscherl,2
hellmann,1
sportfreunde,1
katharina,6
baalcke,1
giamatti,19
júlia,3
koschitz,1
julia,182
butzke,1
kathrin,1
steinburg,1
tatort,1
suja,72
matthias,9
bundschuh,1
gostosa,55
mediha,1
cetin,1
cunhada,13
tagarela,10
precisei,4
tranquilizantes,1
limpinsel,2
wagner,40
sebastians,2
bürrin,1
heinze,1
julias,9
stephan,11
zinner,2
partenkirchen,1
csu,1
söder,1
anja,1
klawun,1
pechincha,13
pfeil,1
tanja,1
schleiff,1
german,4
goethe,3
ins,15
prj,1
ff07,1
enindex,1
htm,4
peanutqueen,1
ariesgemini,1
bmws,1
mercedes,26
pq,1
reler,7
ariesgemini100,1
referenciar,2
mockumentary,12
mock,3
deutcsh,1
abranger,4
papas,12
papa,30
vaticano,15
kretschmann,7
joão,15
escalá,5
babam,1
stalingrad,2
abcs,4
cbs,41
sofrido,16
cinebiografia,7
vacilou,1
mild,3
aventureiro,25
dominion,8
corridas,49
bourdelle,4
matthau,201
casey,74
caseys,4
recordes,8
alexis,10
interessa,23
ferimentos,15
revés,3
kehoe,2
novatos,22
thomson,8
vasta,33
kehoes,2
qualifica,29
rehash,1
monkey,48
solicitado,15
selecione,2
lucasarts,6
preocupação,67
desgastar,12
rapidez,21
dissipados,2
guybrush,6
dodgem,1
etapas,12
tentacle,1
hillarious,7
enigmas,20
bit,25
scumm,1
sword,6
fighting,3
amadurecido,7
cds,10
conceituado,4
tournament,2
etárias,8
cale,4
armatos,3
cmis,1
emis,1
lechucks,1
sentamos,12
sopramos,1
cmi,8
kenny,15
buddy,143
marsh,16
rubin,5
aidan,27
quinneyes,1
designers,14
votação,18
prestação,3
role,6
mi4,1
humouristic,1
feature,7
length,2
alexandra,32
boen,2
lechuck,2
neil,85
denny,19
delk,1
haggis,3
mcmutton,1
mcduck,1
kay,34
kuter,1
griswold,1
goodsoup,1
lands,3
indignos,2
melhorados,6
pensadas,12
adequam,2
monótonas,4
brincalhona,6
sintonizada,4
diabolicamente,4
adiados,3
replay,11
pensados,14
recomendados,6
2s,5
fenomenais,10
pareceria,23
archives,3
booty,1
pack,9
graal,15
parcela,60
armato,1
threepwood,1
pixelizados,1
desligá,15
dominantes,8
adormece,11
inexpressivas,2
coleman,24
mundiais,13
discretamente,17
reprimidos,11
mi2,2
insisto,5
malvados,42
remover,19
contratados,13
eeeeehhhh,1
posa,6
50p,1
alinhada,3
nomesa,1
bloco,44
entertanment,1
porte,11
dicotomia,10
sobrecarregado,21
matthaus,28
promise,7
ostentando,17
yawk,3
aborrece,13
videostore,4
bicicletas,4
faliu,1
seguidas,16
rirmos,3
mission,6
ratificável,1
preciosas,16
reatindo,1
insulto,31
aniversários,4
irritação,6
disruptivo,1
distant,11
mundanas,14
fotógrafo,42
nuri,10
bilge,8
ceylan,16
preenchimento,17
vazios,27
esoterismo,1
calorosas,8
dalai,3
lama,39
insular,11
tímidos,9
budista,10
lamas,8
translation,5
insulares,1
conectam,15
conectem,1
ceylans,5
uzak,14
kasaba,3
mayis,3
sikintisi,3
cheirava,5
improvisou,3
traçar,10
ingmar,25
médios,19
yasujiro,2
ozu,14
penetrantes,8
reconfigura,1
hibernal,1
istambul,83
neva,6
turquia,35
surpreenderá,5
bergmaniano,1
krzysztof,6
kieslowskis,18
decálogo,5
invocam,3
werner,16
herzog,56
ditaria,2
precisionistas,1
hagiografia,2
woody,108
ozus,8
tokyo,10
apropriações,1
mahmut,32
tirará,3
retornará,7
recua,8
nazan,2
receberão,7
½,9
thã½nk,1
½s,1
tells,3
congratula,1
deslocamento,6
confortos,1
advêm,1
estável,23
travessia,13
gelo,85
pílula,12
chocam,10
intricados,6
choca,16
entravam,8
saíam,5
esferas,4
engolfar,4
frustraram,4
reluzente,4
ultrapassam,3
acertou,19
ignoramos,4
enterrada,9
poupar,16
mattau,1
adaptabilidade,1
cajun,3
bourdelles,1
aproveitam,11
ruidoso,1
futurity,1
cuspindo,10
cercou,10
salientes,2
provações,33
fanfarronada,1
cehoviano,1
prestígio,21
populosas,3
transatlânticos,3
imigrou,2
suburbano,14
privado,42
revelarei,5
adquirimos,4
heylans,2
condena,8
pertença,7
cintilantes,6
zelo,12
faminto,21
imitações,21
incômodo,18
indesejado,5
desconexão,3
personificado,7
incl,1
koza,1
cacoon,1
comparariam,1
tarkovsky,17
bresson,4
significar,30
junk,8
yanachkov,1
yesilcam,1
turkeys,2
previdente,1
observadores,33
mahmoud,3
visitado,11
brusco,6
yusuf,26
sobrinho,58
infrutiferamente,1
nervosamente,5
traduzido,23
conotações,12
yusufs,3
geracional,8
intensificadas,1
enquadradas,2
uzaks,1
impressionasse,1
formalista,2
dramaturgo,28
reina,10
tranquilidade,13
omitiu,2
plana,35
mahmuts,6
ladylove,1
acompanhando,29
sobrinha,56
trivialidades,8
weeded,1
interferisse,2
agachei,1
colcha,11
emin,5
toprak,5
muzaffer,2
ozdemir,1
verbal,29
sacada,4
gelado,12
fecha,21
limpando,13
contragosto,4
autoconfiante,4
carranca,6
cafeteria,5
configure,2
moverem,3
imóvel,10
panorâmicas,7
fixa,9
lente,23
angular,8
sentam,15
combinava,11
combinavam,3
descrevi,13
morremos,3
desvanece,4
elíptico,2
catástrofe,12
minimalismo,7
taiwan,8
mitigaram,1
orçamentados,3
cercar,5
capacidades,14
letranger,1
camus,5
chekhov,1
descrições,27
aborreceu,10
pausas,18
anestesiado,1
oponham,1
cairá,3
colo,8
urbanizou,1
específicas,27
incompreensão,5
tolerando,3
permanência,12
trincados,1
vagueando,1
mesquinhas,3
crueldades,6
saudades,13
inicialização,1
apreciou,6
seabiscuit,4
executados,37
descolado,4
fálica,1
comunica,6
compreendidos,2
arrepende,11
exibidas,17
aplicam,5
àquele,11
consumindo,4
fetichizando,1
comunicá,1
entusiasmados,12
esclarecidos,5
amerian,1
conhecedor,10
universitária,23
abingdon,2
bristol,4
tn,1
barter,1
montreal,18
marley,9
beyoglu,3
mehmet,1
auditório,9
vanilla,6
bósforo,3
reveladoras,7
golfos,2
cigarros,30
samsun,1
saltam,12
gaivotas,1
serif,1
goren,1
yilmaz,1
guney,2
yol,2
suru,1
herd,1
concluídos,4
zeki,1
okten,1
guneys,1
exagerou,7
presidencial,10
duvar,1
proclamado,4
zonas,3
hipotetizar,1
requintadamente,2
cesta,5
peixes,13
testemunhei,6
ponderar,13
coleta,10
passividade,10
preguiçosos,14
palpável,30
migalhas,2
carpete,1
notamos,8
abismo,25
enlouqueciam,1
chabrol,10
hitleristas,1
brialy,1
hurt,108
ativos,19
bilgeceylan,1
zdemir,1
camundongo,3
automobilístico,4
azulejos,3
divorciou,8
satisfatórios,10
confinadas,3
relacionam,15
proporcione,1
concebivelmente,1
faltava,30
sugerida,5
rochester,8
labor,1
nocivos,1
eko,20
yemi,1
adetokumboh,1
mccormack,6
locke,24
pretexto,18
hachura,1
interrogação,8
escotilha,17
monitorados,4
hurley,11
available,5
bloqueio,13
atirado,6
ana,23
lucia,9
copyright,4
hanso,2
foundation,9
1989,59
plantado,5
sublymonal,1
losts,1
23rd,1
psalm,1
dharma,1
lockes,3
sos,15
apertou,1
oquinns,1
abalaram,2
náufragos,4
partiram,10
esboço,46
flashes,26
ekos,2
temperatura,9
northfork,31
vastas,5
áridos,2
sobressalentes,4
outono,37
gigantesco,15
cimento,7
dam,4
landscape,2
infindável,4
kickboxers,1
match,64
gerador,9
kickboxer,4
kickboxing,5
larson,12
pug,2
faced,2
middleweight,1
champ,2
jacklin,5
wallace,115
bloodsport,4
docas,15
caixas,42
sustentando,2
lutadores,16
privadas,5
mortífero,2
tripe,4
steel,21
hues,6
capanga,12
bernardo,3
shootfighter,1
fiorellos,1
avô,160
ammann,1
retrospecto,36
estragariam,2
benignos,2
northfolk,1
qualificar,9
fugitivos,28
psiquiátrico,19
anjos,89
guardiões,13
1600,2
manipulá,1
funerários,3
funerário,17
garfos,1
devesse,26
entretidos,12
turbidez,1
estando,20
formula,6
resolvendo,13
fork,2
sarjeta,10
existimos,1
freqüentei,1
indiezinhas,1
nervosas,8
polishs,2
varre,8
ousadia,13
visionária,4
revisitar,24
neighberhood,1
assombrada,38
woods,52
nolte,50
inundada,6
evacuar,4
encontraremos,1
ganancioso,32
pastagens,2
panorâmica,6
pastagem,3
claras,36
extinta,6
atraí,15
qwerky,1
espirituais,14
metódica,3
aborrecerá,1
emoldurada,7
borbulhar,1
obterem,3
contabilizados,2
lavado,11
apego,15
where,13
thou,6
cognoscível,1
reminiscentes,14
tomemos,6
andrógina,1
processos,8
surrealistas,19
transfiguração,2
preguiçosa,22
insípida,5
distinções,5
artruísticas,1
recusando,18
pertencer,16
impor,18
domínios,5
eminentes,5
celestes,11
literalidade,1
predecessor,12
ad,17
hoc,1
lançavam,3
obsequioso,1
transcendência,7
impelida,1
crud,1
podridão,1
redunda,1
polish,5
majestosas,7
cobertas,27
justapostas,3
áridas,5
fábulas,5
slides,5
falls,8
idaho,4
siameses,3
inundar,5
usina,41
hidrelétrica,2
maldita,20
minimalistas,5
naquilo,3
assombrosas,18
inundá,1
inchados,5
escreveram,43
esplendidamente,18
mullen,2
matthewman,1
vividamente,39
captadas,5
harlan,14
administrando,5
acre,7
hercules,14
cup,9
tea,5
levarem,6
quarteto,14
examinar,22
automóveis,21
propriedades,20
adquiridas,1
decolando,4
remédios,11
desenvolvedor,2
duel,11
farmer,6
mirim,3
daryl,11
hannah,30
sachs,6
foster,60
assombrará,1
northforks,1
resumir,57
caubói,14
mullens,2
desconexos,4
serio,8
capras,2
wenderss,1
intrigantemente,4
resolvem,13
aponta,57
cabeceira,5
rítmico,5
actioner,9
musculoso,22
teutonic,2
titan,5
aquece,20
besta,30
urquidez,1
larsons,2
rev,4
imaginário,26
sócio,16
caixões,15
surreais,49
flutuar,12
perturbar,17
crucificam,1
absurdas,18
campainhas,1
harpa,6
ilegíveis,1
desenrolando,9
ballou,1
marvin,16
encostaram,1
soneca,6
homenagear,13
xanadu,2
iniciados,15
epílogos,1
sabores,8
desocupada,1
hidrelétrico,1
cemitérios,8
desenterrados,1
transferidos,8
promotores,6
imobiliários,7
despejar,7
caldo,4
galinha,20
espreitam,3
instinto,48
exemplificados,1
sacerdote,21
adotar,17
angélicos,1
hércules,19
andrógino,4
desmentem,5
puros,13
disparos,21
norfolk,5
fords,73
consumistas,1
reze,1
citadas,4
consumista,2
evictors,1
pato,35
enfiada,1
angelical,10
arranhão,6
maduras,12
deslumbrantemente,5
irvin,7
deixem,13
civilizações,10
atravessamos,1
sentiam,16
sayles,5
state,13
imediatos,12
evacuada,2
farnes,1
acamado,2
climáticos,6
fellini,25
plausível,47
concordei,9
ae,20
10pedido,1
empurraram,4
envelope,21
submersa,4
desejarem,4
reservatório,4
premonições,3
repo,7
ofendidas,8
usarem,6
elípticas,1
vip,8
leves,40
hooooot,2
davam,20
importe,22
crédulas,2
obtemos,14
cop,20
corner,17
gas,5
network,35
keys,9
comedynetwork,1
ca,17
canadian,2
videojogos,1
julgam,7
seções,27
competem,7
competições,15
admiti,1
competidores,22
ltr,1
strauss,33
sedução,23
noturnas,17
oc,2
dawsons,4
revestido,11
7th,2
irmandades,6
fraternidades,8
bandeiras,9
cappie,11
pacey,1
destronado,1
autoproclamados,3
garanhões,5
atinjam,6
pretensiosas,6
douchebags,1
delirantes,8
pickup,30
veem,22
passearíamos,1
falaríamos,1
gostosas,34
hatar,1
terça,5
10h30,1
ocupada,29
butch,17
elvira,107
curt,8
747,1
apertar,28
showcase,11
dumb,8
hahahaha,5
soubessem,11
fracassa,6
fúrias,2
ferverem,2
besteiras,14
distintas,20
apanhadas,10
educadamente,10
hmmmmmmmmcomo,1
detalhar,8
flertar,14
aprenda,24
diferenciá,2
babacas,1
cutthroat,4
esportiva,14
clubbing,1
socializar,6
festejar,10
desaprovam,4
pervertida,11
estratégicas,3
possibilitada,1
jurados,6
sentirem,12
contraire,2
burros,13
qi,18
retire,6
bundas,9
ameaçam,14
acasalamento,6
fedem,1
apropriam,1
imploram,2
acabem,8
interagiu,2
agrava,6
grow,1
apollohelios,1
seleto,4
males,23
aplaudir,18
assistiram,52
coughgirls,1
girlscough,1
reservar,7
divirto,10
preservar,18
navalha,14
validade,10
competiram,3
confirmaram,3
bs,21
rob,97
cavaliere,2
adriana,6
doria,1
zangada,10
bressani,1
chs,1
woodbridge,1
douche,1
bags,1
irmandade,39
helênica,1
dramatizações,10
grécia,27
caracterizá,3
esportivas,9
irmãzinha,17
capturaram,16
rusty,64
gostosos,2
wasted,2
tahl,1
phoenix,39
alcatrão,6
snorted,3
mtv,60
stahl,11
começasse,10
curtiria,1
begin,2
pioram,11
sóbrio,22
longonick,1
drogados,4
precisaram,3
retiradas,5
backstreet,4
berrei,1
drenar,9
vaso,13
sanitário,8
owns,1
semidestino,1
glamour,50
glorificante,1
embalada,13
caprio,3
simpatizo,4
stahls,2
desperdiçado,52
requiem,9
pheonix,4
corra,24
jaquien,1
niether,1
toxicodependência,5
cudos,2
crossroads,5
calvin,22
cappys,1
gostoso,27
adam,159
antidrogas,8
encomendas,1
localizá,9
comprando,35
berrava,1
falamos,14
atrapalhar,23
assistíssemos,2
gememos,2
curti,7
abusador,3
asseguram,4
misturadas,23
enlouquecer,18
cirque,4
du,53
soleil,5
soleils,1
offenbach,2
esfriar,3
barraca,6
vcr,3
centavos,33
venderem,2
vissem,10
espantados,4
emprestaria,1
voltarei,9
saltimbanco,1
saltimbancos,1
merhige,6
recapitulação,14
espessa,9
grãos,11
questione,2
condenar,16
wicca,1
incomodaram,7
granulação,4
cappy,8
evan,12
heath,49
cadelas,4
capie,1
amem,5
maioreses,1
possammente,1
database,2
cortei,4
contrações,3
assustaram,8
espasmos,2
cristalino,3
calmos,8
entorno,9
simbolismos,4
plotagem,14
incomode,21
begotten,19
instilação,1
bestas,6
capas,14
desafiam,18
rasgar,19
provocativo,28
crucifixo,7
identifique,3
grátis,20
repouso,13
transilvânia,7
lodge,11
quanta,18
neolítica,1
pretentiousness,1
alistair,7
crowley,3
cosmologia,2
judaico,16
pareceram,4
ik,1
impregnou,1
sêmen,11
felação,6
ritualística,1
angústias,1
consolação,2
instrumento,30
abstrações,3
puras,6
eraserhead,13
nosferatu,9
tratam,27
espancaram,5
intestinos,6
castraram,1
borges,1
el,79
informe,3
brodie,19
cristãs,10
experimentalidade,1
divertidoo,1
presencia,2
realizaram,12
finale,15
enferrujado,9
dana,33
voltem,15
cartwrightspencer,1
grammaris,1
grammars,2
irmãozinho,10
sui,3
generis,3
corliss,1
druídico,1
reencenado,2
natividade,2
gólgota,1
ambiental,16
esterilidade,2
canteiro,6
estupram,6
sincronizar,7
merecer,19
ranks,3
murnaus,3
faust,9
granulado,14
motion,38
criccets,1
repetidos,17
preparem,1
agulhas,25
subconsciente,47
crucificação,5
alcançam,16
libertou,6
raras,40
arquétipos,12
distanciar,6
merhiges,3
degradar,2
artificialmente,6
encarado,1
artefato,13
deslocadas,2
perturbação,7
caverna,28
febre,25
deliciar,15
padronizados,2
projetados,19
pixelação,2
transferências,7
digitais,23
granulados,5
indisponível,8
contentar,19
abjeta,2
estilística,9
visceral,23
temática,16
repetitividade,3
imaculadas,1
coleções,13
experiments,1
abstrato,24
abjeto,1
polarisdib,14
ligeiro,8
tédio,64
adquiridos,2
diamantes,39
mistificantes,1
inovadoras,19
impregna,7
flesh,23
pagãs,1
assassinados,29
viemos,7
nasce,18
nililismo,1
theyre,3
forneci,1
queimando,21
obscurecida,3
súbita,28
gastaria,2
focando,8
elias,15
esvai,4
brota,6
felaciona,1
mortem,1
messiânica,2
treme,7
robe,8
incessantemente,16
desértica,3
brutalizar,1
arrastá,7
otimismo,33
ateu,17
divindades,6
percebidas,7
interpretá,11
inapropriadamente,4
endossar,3
interpessoal,7
totalitarismo,5
alterados,13
streaming,1
tube,8
diminuídos,3
binary,1
contrast,1
alucinatório,2
desbotado,3
desvanecem,1
chien,6
andalou,4
imitá,6
rorschach,1
grilos,6
chiados,1
gorgolejantes,1
sonolento,5
industrial,32
remixes,1
instrumentais,6
nin,5
downward,1
spiral,7
fck,4
buttons,16
odd,34
nosdam,1
texturas,12
contextualização,1
projetando,7
avant,9
garde,16
desdobrando,7
cimentar,2
cansativas,4
trêmulo,4
significou,19
doutrinas,2
impostas,6
geocêntrica,1
simbolizava,5
igrejas,16
represente,3
pancarar,1
desmembrar,6
esmagá,3
almofariz,1
pilão,1
difuso,1
enigmática,18
existencialista,7
large,3
laranja,35
existencialistas,5
vomitar,22
unwatchable,4
chipre,2
cartwright,24
polímero,1
aspira,4
zeta,13
beta,7
prestigiosa,3
apoia,11
pusesse,1
chambers,3
omega,8
chi,18
zbz,2
diabólica,19
frannie,3
kappa,2
tau,2
atlético,12
rustys,10
dale,40
kettlewell,1
cristão,44
ashleigh,1
confidente,13
gregos,22
temporadas,169
resgatáveis,2
comprometidas,9
sintonizar,13
convulsionada,1
órgãos,11
processada,5
austera,6
pingando,9
arranhões,13
dedicar,20
renovada,9
rasgam,4
rush,56
hour,20
ligasse,2
gravasse,2
dissecar,10
kodak,2
grainy,1
provocado,12
esparramando,1
parafrasear,5
conterá,4
enfaixado,3
subseqüentemente,7
impregnar,1
larva,2
convulsionando,1
povoado,8
humanóides,11
encapelados,1
liberam,3
puxados,8
exponencialmente,4
granuladas,6
estilizadas,4
aonde,30
gibão,1
barras,12
jaula,5
alimentação,11
chocou,21
monolítico,3
concussão,7
abordado,23
maltrapilho,4
estilhaçado,1
tagarelar,3
esteira,11
desprografa,1
glitter,3
frustrará,2
confundirá,2
enfurecerá,1
furtivos,4
contorce,4
bandeja,10
surfando,9
tropecei,27
curious,8
adventures,19
wonderbird,8
digiview,1
observei,16
reis,42
pastora,6
varredura,16
chaminés,8
chaminé,6
zombando,19
deprimidos,6
leões,29
famintos,13
acalmados,1
warhol,13
runa,1
animadores,23
funcionavam,6
tardes,6
bozo,1
montys,4
gang,29
greenville,1
sc,5
asheville,1
preciosidades,3
curiosas,5
usurpou,3
trono,24
passatempo,11
pássaro,56
passatempos,3
apaixonou,54
limpador,6
imponentes,7
seuss,10
sensacionalmente,6
monarca,8
mesquinho,24
desabitado,1
prolixidade,1
grimault,1
fliescher,1
filhote,23
patos,15
percurso,8
capcom,1
emparelhada,1
socializando,2
identifico,6
gratuitamente,11
semanalmente,6
americans,4
vestia,2
beijou,3
juntarem,5
encontrem,15
elementar,8
controvertida,1
tandy,5
murch,4
pavimentando,1
teimosa,12
driving,16
daisy,25
jessica,93
tandys,1
existente,14
extremista,3
solitárias,16
negligenciadas,8
subúrbios,28
deli,5
kulbhushan,2
kharbanda,3
seita,10
javed,1
jaffrey,2
poon,1
celibatária,1
sogros,8
ombro,53
caírem,6
acabariam,6
ico,1
sugaram,2
voadores,20
mechas,4
algures,2
credita,4
beethoven,12
escolheram,31
desistirem,1
annika,3
walmart,7
pegasus,6
ache,55
inapropriado,4
patinação,18
opõem,5
shiver,2
polar,16
aiden,11
swan,6
melhorou,42
apaziguadores,1
acreditasse,7
reconhecendo,12
bonecas,45
mattel,1
bonecos,58
comercializar,7
varinha,2
reverter,13
mago,25
wenlock,1
aspirar,13
fluía,6
preditivo,1
medusa,7
truth,13
dare,4
laticínios,2
estimação,66
copiando,1
expose,1
prayer,3
pants,1
vogue,4
vago,23
chuvas,7
ásia,36
vulcão,4
preciosa,24
homenagens,19
atreva,2
cueca,8
justifique,3
yeah,16
51,17
registrar,14
dramatize,1
ouse,1
espetáculos,21
embalagem,10
hilarmente,1
rivalizam,6
kathy,66
aprimoram,3
bobcat,15
goldthwait,4
wink,9
martindale,6
insultar,13
encontraria,23
vegetariano,6
vague,9
lebrock,1
boogers,1
frios,27
brooke,24
shields,7
dawber,2
spam,4
public,15
broadcasting,8
system,7
lidarem,7
pegarem,7
magnitude,23
planejamento,20
emergência,22
extensa,26
cínicos,19
transmitem,17
clancy,12
sum,1
fears,3
descontaminar,2
beba,7
fume,7
canalizar,6
surf,16
imaginasse,1
edgeware,1
road,76
waterloo,7
alá,6
jeová,9
sobrinhos,4
memorabilia,3
exercícios,14
largar,13
governamentais,7
ríspida,1
biológico,11
radiológico,1
desejam,46
mi5,5
iraque,46
contaminação,2
gerada,10
desconfiarem,1
assustarem,2
assaltantes,10
preparo,1
adequadas,15
discretas,14
raciocine,1
contraterrorismo,1
