word,negative_count
munição,32
procuraram,6
munições,6
encontramos,55
comprá,85
cam,15
uzi,10
contracapa,15
destacado,12
estojo,9
girar,32
desempenha,64
dog,66
exibe,43
assistisse,46
videogame,85
doom,36
apontando,30
silhuetas,10
atravessassem,1
sarro,95
gastamos,9
caridade,32
limburger,2
possuo,42
brincar,93
aprendeu,73
quebrei,5
walmart,18
chupou,30
colocaram,63
peixinho,6
entrasse,9
doar,13
sujeitar,12
contou,56
cor,191
distorcida,56
volume,55
moviam,6
pernas,136
deficiente,30
dólar,75
cumpri,5
amanhã,44
elefante,52
ofertas,31
66p,1
66,11
investido,21
dever,59
impenetrável,8
sinopse,130
ajudada,13
redentores,50
reluzente,4
subsequente,13
comprasse,6
enterrá,8
conversava,5
motor,35
amortecimento,3
lagoa,12
entendê,25
fábrica,60
exterminador,33
acendeu,9
superfícies,3
metálicas,3
ricochete,3
ricochetes,1
balas,116
mágicas,14
bombeia,4
névoa,17
mocinho,16
machuca,15
leves,36
dispara,41
setor,21
blá,184
broca,17
ooh,27
emboscados,5
terroristas,110
deja,12
travam,1
carregam,20
negociante,8
fechaduras,6
cargas,16
boooring,1
presumíveis,1
granada,13
fumaça,76
subitamente,22
cegos,20
vêem,95
tossem,3
gemem,2
antraz,2
tosse,21
percebem,58
deslizando,8
cano,23
empunhando,28
kinda,4
estouros,1
rasgada,15
indicam,12
boina,7
esvaziar,4
treinados,31
verifique,38
bloqueio,22
desperdiçando,35
flick,33
centavos,70
desce,87
snapcrotch,1
elevador,64
insultando,22
sentarem,4
monólogo,40
desajeitado,140
segmento,93
rachaels,5
quilos,23
receitas,3
rachs,1
salvou,54
diy,4
gravar,31
pratos,19
caçarola,3
lavar,38
girador,1
salada,19
tubo,23
desencadear,5
mordidas,13
convidada,16
roteirizadas,4
ie,9
macacões,8
autorelas,1
fakeness,1
unscrted,1
participado,20
gravações,24
ave,11
alegou,17
vestimenta,1
estrito,7
apresentadora,6
cotada,1
pula,65
refrigerante,10
segmentos,58
receberá,13
kojo,1
pimentos,1
grossos,14
espanhóis,25
manchego,1
anaconda,14
hospedagem,1
celebridades,55
relevantes,27
humorístico,18
remasterizado,2
andaram,7
disparados,13
corresponderia,1
brisa,21
score,8
notas,101
conseguia,281
batman,140
biff,3
bam,53
avancei,10
totalizando,5
dolorosas,37
passará,12
iniciá,1
desligarão,2
presumindo,3
grudado,7
papagaios,11
lisa,107
danny,160
whaddaya,1
compramos,7
locação,46
refeita,9
desconcertante,71
ruídos,63
distrai,21
supõe,30
armadas,43
relações,139
vietnã,112
calma,24
voltam,69
pensamos,43
tropeçado,9
estudantil,11
desafiem,1
distorcer,14
dados,71
sandy,18
poofy,1
iorquino,11
sulista,41
virgínia,14
esgueirou,1
talentosa,79
cresceu,68
características,126
biografias,14
mostrava,35
bio,16
trivia,12
quiz,3
itchin,1
naveguei,1
letra,32
negrito,10
yay,16
admita,10
speed,25
panicky,1
raptou,3
jeebus,1
imaginei,68
enganou,35
apaixonei,7
marty,47
pegando,81
remos,4
clear,4
planas,32
aborrecido,156
110,6
fights,2
elephant,15
tranquilizers,1
envergonhados,22
ak,12
zomba,22
bonés,4
cuspindo,15
representam,30
vagarosamente,4
encaminhando,6
manteve,95
ummm,10
signifique,16
ridicules,1
snooze,5
fest,40
licks,1
power,96
ballet,9
passarelas,5
variados,15
estabelece,34
1980s,1
empesteado,1
hammy,26
dude,17
encobre,9
nintendo,15
processado,14
arranca,24
ícones,27
boxe,40
fedora,1
couro,75
holofotes,7
sinistro,62
1000,37
youtube,52
dailymotion,1
webcam,2
rant,4
gravados,14
borrada,6
memórias,91
punição,50
partícula,3
abismo,32
abismal,73
decolar,18
salário,54
agrada,16
preensão,1
crafty,1
bicho,33
labirintos,3
bruce,255
willis,97
animar,38
gag,7
carrascos,2
reservo,4
ritchie,43
allen,153
lembramos,6
rolam,23
quebradas,25
acrobacias,89
caminhão,184
lembrança,26
sumiria,1
beware,9
hediondo,20
98,27
evoluiu,15
yikes,13
soo,6
voltarei,22
salvá,94
ocupação,24
focadas,5
lições,52
pornográfico,39
consistiam,2
sílaba,6
thumbs,4
this,81
números,211
elevados,13
proporção,19
oponho,7
salários,10
atletas,40
rod,68
lebron,1
brady,24
acordos,6
romano,32
seinfeld,30
bilionários,4
resíduos,25
taxas,10
atualmente,96
alcançaram,11
ganhos,11
letterman,7
resolver,140
financeiros,23
cuidam,4
demanda,18
sólidos,23
benefícios,10
empregadores,12
executam,12
ofícios,5
atinge,108
perkiness,1
forçada,130
proverbial,21
afiliadas,3
fontes,49
10k,1
200,53
trump,9
lance,112
robin,158
larry,147
cable,13
001,3
incluiu,27
cosby,13
larrys,3
benfeitor,6
foxworthy,4
pagando,42
100k,1
suíte,10
despesas,14
limusines,3
tagarelice,12
whiny,2
organizações,11
ha,160
criativos,38
irrealista,132
incômodo,30
off,135
59,8
estreia,22
suspeitar,24
infestação,3
cupins,2
lack,2
gritante,29
adr,4
omnipresente,1
discutível,17
prejudicadas,9
passivo,13
piscar,39
constantes,61
carregadas,16
slides,10
engatilhados,1
sincronia,29
distorção,23
saiba,87
suspensão,69
amarrado,50
faca,96
borboleta,27
enfiada,5
libertar,39
procurado,38
preenchidas,5
pacote,92
hangmen,1
insuportavelmente,35
prejudicar,16
pressentimento,15
confirmar,18
estrago,3
repete,33
hardware,14
1982,37
tech,11
âmbar,2
ibm,24
mhz,1
drives,3
disquete,7
trocados,17
usuário,61
pagamos,9
negaria,2
none,3
headliner,5
quaaludes,2
elogio,66
meritório,5
transferida,10
7ª,8
wal,26
eletrônicos,10
listou,7
cia,90
olhei,66
colada,12
400,20
possuí,7
livrei,2
quisesse,105
06,14
percorrendo,6
páginas,71
78,19
enchendo,19
urnas,1
avaliaram,10
inclusão,39
bibliotecas,3
rezar,9
interpretados,70
voltem,18
atirem,1
bundas,33
assaltando,8
ligue,20
inventário,5
angel,75
guts,6
funcionário,52
interessado,269
parcial,31
modelar,6
porno,37
descobriram,34
impertinentes,12
demiti,1
indesejado,7
masturbar,6
alot,1
domésticos,15
sexcapades,1
mascara,7
toshiharu,3
ikeda,3
trap,9
beautiful,21
sensibilidade,43
jasper,15
sharp,3
filmografias,5
luva,12
school,60
vertigo,9
artsmagiks,1
6º,4
cansada,71
soberba,40
mermaid,5
legend,26
seminal,10
rançosa,8
canalha,8
obcecado,86
exteriormente,2
conservadora,14
relutantemente,20
sessão,64
pornográfica,15
assédio,12
torná,196
frescos,7
caneta,21
preservativo,7
goldsworthy,1
doc,32
aguarda,11
kahn,20
solitária,34
penn,62
station,4
acreditei,29
iludidas,2
casado,86
ausência,66
contemplativo,7
puxão,6
justificam,13
mártir,3
simpáticas,7
mística,19
twain,9
twains,4
deprimido,65
órgão,15
ajustes,8
trabalharam,38
reescrever,18
nice,22
greek,5
wedding,12
faísca,41
incitante,2
pontypool,10
28,45
ignorá,20
progressivamente,16
novidades,13
desajustados,15
fone,4
bluetooth,4
thingy,1
yakkel,1
corbin,20
bernsen,10
safar,27
encho,1
2008,43
ken,58
loney,1
bbc,128
atualização,28
zombis,1
later,11
insana,35
definem,15
aprimorado,5
zombie,103
furioso,55
digitar,16
romero,51
mestre,176
diary,3
rouba,109
expulsas,2
aprovado,12
tira,156
ya,12
corben,1
insanos,19
tratadas,18
dada,189
silence,22
paranóia,21
muuuuito,15
correram,15
agitando,20
assombrada,69
voce,12
revelaram,12
estilos,50
central,229
moseley,5
duvidoso,28
cozido,24
arrancado,38
equacionar,2
intolerância,10
islã,17
administrado,9
incapazes,38
distinguir,30
muçulmanos,51
muçulmano,27
causam,12
estereótipo,91
presumivelmente,111
air,53
anunciavam,1
falei,14
fofura,14
selma,17
blairs,6
concordaria,24
amostra,23
fecal,14
redimíveis,2
consideravelmente,41
rare,3
kath,18
kim,125
repugnantes,46
spears,37
hilton,30
kardashian,1
hellboy,11
manterá,10
associar,17
simboliza,8
define,64
australiana,41
infidelidade,22
dag,6
kel,4
phil,56
apelidaram,4
brett,31
craig,42
szubanski,4
vendeu,24
sharon,13
acabará,24
magra,36
mães,64
filhas,91
compartilhar,66
mancas,5
amarrando,8
esquisito,84
negligenciou,3
construiu,29
desvalorizados,3
desmoronando,12
bastardo,24
entrevistando,10
senis,6
interessam,9
narrar,9
trágicas,7
prolonga,12
assistem,90
saladas,1
iogurtes,2
baleias,21
ricky,28
gervais,5
absoluta,120
refazê,8
traduziriam,1
kimmy,3
gorda,49
compara,40
bogan,3
falharam,53
desilusão,28
okay,22
turner,64
gina,25
reilly,6
arrecadando,3
avaliada,2
deplorável,27
desconhecidos,51
aceitam,13
nuances,27
despencar,4
aconselhados,6
ebay,24
formato,101
emitidos,3
ambas,84
zonas,6
primórdios,6
blouse,2
molly,60
shannon,47
day,134
kaths,1
frizzy,1
perm,9
abraçando,15
soprando,24
acostumadas,4
selmas,1
emburrecido,5
preferir,17
nbc,50
magda,12
biscoito,32
usarem,12
turners,4
yumor,1
noice,1
acento,11
kal,8
quinta,38
imagino,90
visual,299
divertidamente,15
contrastado,2
reina,6
mollys,3
repugnantemente,14
subir,66
direções,55
hero,25
desenrola,49
cylons,7
permitem,33
bulldog,6
missão,217
operações,22
roube,10
cylon,14
descubra,31
adama,9
enfurecido,13
matará,9
montaram,7
pensasse,25
cela,26
caminha,38
hangar,5
vôo,87
operá,2
decola,26
voa,58
starbuck,3
trabalhasse,10
precisou,22
voar,72
órbita,19
programar,3
hiperespaço,2
conectam,13
consoles,3
teclados,6
milagroso,2
decolou,11
evadir,1
beacons,1
permitindo,46
aplicar,12
precoces,3
angélica,2
pickles,4
kimi,4
finster,3
otimista,31
francesa,115
mudas,6
galpão,7
pirralho,40
invadiu,13
televisões,6
salas,46
pagam,24
exibir,40
começarão,6
máquinas,60
frear,2
spin,44
offs,17
surpreendi,7
sugaram,11
cruddy,1
fumar,62
jeremy,68
slate,5
jocelyn,4
lane,92
moronicamente,3
viável,16
motoqueiro,9
biker,9
sabíamos,47
roarke,3
stroud,6
tickle,1
amarelo,35
fumante,8
boozing,1
parto,20
demitir,22
gomos,1
preservar,19
células,50
cerebrais,42
minimamente,5
separadas,32
assume,99
arquitetura,18
nathaniel,17
entrevistador,15
narrador,63
despreparado,5
provocativa,6
oferecendo,36
tímida,25
huh,33
envergonhada,41
confiaria,5
documentarista,9
relutam,2
preferência,41
confirmarão,1
importasse,21
abordagem,131
passiva,8
originar,1
lealdade,24
excluir,5
equilibrar,22
subjetividade,1
inexperiência,11
afastado,11
contribuir,28
primo,75
hem,1
designer,20
ahhh,8
hã,26
thaaats,1
aparte,9
turnê,34
kimball,2
citou,4
beethovens,11
ninth,5
symphony,4
miscue,1
admiro,36
americanas,77
abundantemente,3
simular,8
budget,13
pot,3
flicks,21
linklater,3
fumarem,1
noruega,8
oklahoma,12
mostrei,10
pararam,28
kansas,21
significados,17
ive,44
relacionadas,47
ervas,13
daninhas,7
fumem,2
erva,12
daninha,5
espirituosos,21
suportado,4
gancho,51
eufemismo,36
rolling,12
razoavelmente,146
road,84
trip,10
torn,2
thos,1
hayden,19
church,4
indiferente,78
chapado,24
cotidiana,26
atravesso,1
asiáticos,72
latinos,24
étnicos,12
passem,4
preste,22
2007,68
cantores,39
haden,4
liberais,26
stoner,16
retardadas,15
derradeiro,3
impeçam,1
agilidade,3
fly,11
gratuito,53
comedy,70
toulons,4
revenge,35
pintam,7
seriado,17
marionetes,29
trevas,42
manda,36
ultraman,1
toulon,13
wham,7
comece,61
puppet,45
master,69
apreciava,3
demonic,6
toys,8
caveira,5
egípcio,20
rangers,42
rita,46
repulsa,25
pirâmide,15
esquerdo,27
adições,9
totem,5
fantoche,19
decapitron,2
ignora,38
prequel,51
bodega,4
bay,45
inn,4
blade,77
trai,25
elsa,4
conhecedor,15
raros,27
tunneler,1
pinhead,37
jester,2
consertar,63
conferir,54
retro,21
presta,34
tributo,27
rolfe,7
bands,11
zelador,35
gordon,149
currie,3
canadenses,52
exigentes,17
teresa,16
totens,5
minions,5
sutek,3
surgem,57
inédita,9
totems,1
complicam,4
distraem,11
tornavam,10
compartilham,39
encaixam,45
tunnelers,1
concomitantemente,1
seções,21
galáxia,28
mereceu,30
grrrrrrr,3
tentasse,39
lavados,2
arbitrário,12
desencadeia,6
ansiedade,12
provinciana,1
desencadeando,3
bruxas,68
meninos,159
eremita,7
vodu,66
criminal,52
entrava,6
sedutora,36
bateram,15
fracassados,11
descolar,1
chicoteando,5
ferros,2
incandescentes,1
coloquei,67
tags,4
padre,224
tornarem,39
conscientes,22
aparecesse,39
fulci,81
checar,30
miss,131
escrevê,10
polarisdib,7
inanimados,5
místico,15
decapitrons,1
aguardada,3
altera,10
implementa,3
introduz,24
baía,14
psíquico,37
tropeçam,13
baú,13
dimensão,53
responsabiliza,1
sutekh,2
covinhas,7
gremlins,28
trupe,20
interdimensional,5
continuidade,228
colocados,66
malas,22
rasgo,23
empreiteiro,5
psíquica,22
chandra,5
susie,7
cameron,137
agradeça,4
norueguês,9
eus,7
melhorias,15
jesters,1
humanas,45
blades,2
sibilam,1
grunhidos,13
pinheads,2
sniper,10
six,19
shooters,3
melhorados,8
fluidamente,1
awefull,1
humorada,44
juvinile,2
band,47
demográfico,13
atenuada,5
gorewhores,1
limpa,52
pequeninos,2
justas,18
consecutivamente,3
pg,115
excitação,103
dirigidas,16
sequel,10
burr,22
leatherface,12
chainsaw,23
legacy,16
hellraiser,43
viveu,66
examinado,7
desperdiçaram,18
enérgica,10
coletiva,19
rainhas,8
achavam,77
nostálgica,8
arremesso,12
tentado,119
tópicos,53
preconceito,49
florescente,10
castas,5
riqueza,42
clones,32
discriminação,8
subgrupos,2
cultivar,11
lembranças,51
arquivo,51
discotecas,5
assombramos,1
anvil,1
renomeado,21
70s,9
greenwich,6
village,12
chelsea,7
focar,24
ambientes,23
hipersexuais,1
públicos,18
privados,17
manhole,4
simbólico,38
prevalente,6
documentar,9
enganador,23
indicado,54
crueza,7
eh,47
castro,24
francisco,51
esclarecedor,8
75,64
175,4
ditas,25
provocadora,4
tópico,74
reflete,38
seriados,24
fighting,6
nazis,7
morocco,1
iverson,1
embalagem,31
reivindica,6
fistic,1
capítulo,50
duncan,36
renaldo,1
espanhol,90
derrubada,7
quebrada,34
explodida,12
interessa,21
brigar,14
parabéns,36
coreógrafo,14
lutas,171
jornalista,65
participando,19
stirling,1
manhunt,4
island,122
escapes,1
laje,6
penhasco,56
lancha,5
exploda,6
atinja,13
lucas,38
implícito,17
rocha,32
desempenhou,38
desenvolvidos,62
móveis,27
diferir,5
esporádicos,4
satisfeitos,18
controvérsia,27
cannes,42
esotérica,3
insensíveis,9
preocupamos,8
entrelinhas,5
falscher,2
bekenner,2
sensacionalista,16
2005,88
intrigantemente,1
humorista,2
title,34
profile,1
construindo,40
bourgeoise,1
liberação,22
interesses,42
assombrado,56
desolada,3
indeciso,16
totalizado,1
brutal,103
vagabundo,57
armin,8
steebe,1
persisivamente,1
pressionado,23
infrutífero,1
enfraquecendo,2
rodoviário,3
provoca,30
rebelião,13
reivindicar,28
responsabilidade,59
pretendendo,3
pedidos,15
bizarras,46
nascer,32
participa,9
fantasias,107
vandalismo,9
mesquinho,29
suburbana,19
coerente,101
diretos,25
enamorado,6
infindáveis,3
oníricas,2
iluminar,24
vago,42
argumento,77
entorpecimento,5
fascinação,11
criando,77
tangíveis,3
surrealistas,10
alegóricos,3
simbolizar,11
fatal,64
áspero,17
baunilha,8
distinguíveis,3
secundários,55
catalisam,1
subdesenvolvidos,34
proeminentes,16
compor,15
katja,6
armins,2
visitante,16
brownies,3
estofamento,8
prolongado,40
desenhando,12
brinca,41
explorações,7
literal,30
moralizante,6
head,31
scratcher,1
interromper,13
perplexidade,8
exausto,16
sombrear,1
exorcismo,46
fidelidade,13
blackwater,15
mow,3
remove,14
pantanosa,5
turva,7
saciar,5
visados,1
possuída,61
azeitona,3
lamentando,23
reclamando,61
clichés,32
sacerdotes,12
hispânicos,15
passadas,20
cênicas,6
histéricas,13
histriônicos,3
encantar,10
entrelaçado,7
estereotipados,99
hilariantes,38
multidões,28
enfurecidas,2
soluçando,5
espetacular,85
deslumbrante,54
wiley,8
ellary,2
eddy,25
perderam,90
pesquisando,13
questionar,48
alegação,16
supervisionadas,3
bispo,13
católico,30
jacó,4
sacerdote,26
acadêmico,14
clérigos,4
alb,1
casula,1
sobrepeliz,1
vestes,8
acadêmicas,3
comumente,12
pastores,3
protestantes,3
denominações,2
litúrgicas,1
padres,27
católicos,14
romanos,13
cita,15
escrituras,16
perturbadoras,41
tomando,106
atribui,6
paulo,15
gnósticas,1
pedido,68
isabelle,38
damien,7
psicólogo,27
exorcist,26
miguel,13
fazendeiro,32
salmo,2
65,15
corrige,7
67,12
invocando,3
aplicando,4
benta,7
jacob,12
oriental,51
hispânico,12
cruzar,20
fronte,1
esterno,1
paralelas,12
creepy,4
claire,55
daddo,2
valley,43
rose,66
aterrorizantes,7
imo,16
bve,1
ridicularizados,11
3000,106
jeffery,12
animator,17
combs,50
focado,38
trancá,3
falem,7
comam,2
coelhos,18
tentem,13
list,23
atos,119
medonhos,5
crucifixo,14
distorções,9
vômitos,3
projéteis,4
desenvolveu,42
apressada,26
errante,9
excede,7
favores,10
banhos,11
bolo,75
kicker,11
cardeal,10
supervisionou,5
certificar,20
backwoods,2
absolutos,8
exorcism,6
gargalhada,40
comi,3
ousar,13
pervertido,54
psico,20
isabelles,7
erradas,138
moscas,35
metafóricas,2
fugiram,7
banquinho,5
aquoso,2
